Approved symbol	Gene group name	Gene group ID	Ensembl ID(supplied by Ensembl)
AQP4-AS1	Antisense RNAs	1987	ENSG00000260372
LDC1P			ENSG00000260386
LINC00562	Long intergenic non-protein coding RNAs	1986	ENSG00000260388
WBP11P1			ENSG00000260389
LINC02867	Long intergenic non-protein coding RNAs	1986	ENSG00000260394
LINC02182	Long intergenic non-protein coding RNAs	1986	ENSG00000260420
LINC02367	Long intergenic non-protein coding RNAs	1986	ENSG00000260423
AGGF1P9			ENSG00000260427
SCX	Basic helix-loop-helix proteins	420	ENSG00000260428
LINC01917	Long intergenic non-protein coding RNAs	1986	ENSG00000260433
LMF1-AS1	Antisense RNAs	1987	ENSG00000260439
LINC01544	Long intergenic non-protein coding RNAs	1986	ENSG00000260440
ATP2A1-AS1	Antisense RNAs	1987	ENSG00000260442
LCMT1-AS1	Antisense RNAs	1987	ENSG00000260448
LINC02134	Long intergenic non-protein coding RNAs	1986	ENSG00000260450
GEMIN8P2			ENSG00000260451
TPRKBP2			ENSG00000260452
NBAT1	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260455
C16orf95			ENSG00000260456
KCNJ18	Potassium inwardly rectifying channel subfamily J	276	ENSG00000260458
FTLP14			ENSG00000260459
LINC01290	Long intergenic non-protein coding RNAs	1986	ENSG00000260468
INSYN1-AS1	Antisense RNAs	1987	ENSG00000260469
PPIAP49			ENSG00000260471
LINC01584	Long intergenic non-protein coding RNAs	1986	ENSG00000260477
C2orf69P4			ENSG00000260480
MYL12BP1			ENSG00000260490
CISTR	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260492
BMS1P8			ENSG00000260518
CYP3A52P	Cytochrome P450 family 3	1002	ENSG00000260524
FAM157C	Long non-coding RNAs with FAM root symbol	1993	ENSG00000260528
ABHD17AP8			ENSG00000260540
MT1L	Metallothioneins	638	ENSG00000260549
PWRN2	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260551
COSMOC	Long non-coding RNAs with non-systematic symbols	1992	
ERVK13-1			ENSG00000260565
BNIP3P5			ENSG00000260571
EIF5A2P1			ENSG00000260576
TPST2P1			ENSG00000260582
STAM-AS1	Antisense RNAs	1987	ENSG00000260589
OR4C49P	Olfactory receptors, family 4	151	ENSG00000260595
DUX4			ENSG00000260596
FRG2IP			ENSG00000260598
HMGN2P40			ENSG00000260602
RPL23AP97			ENSG00000260615
BGLT3	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260629
SNAI3-AS1	Antisense RNAs	1987	ENSG00000260630
RBM22P12			ENSG00000260631
HERC2P5			ENSG00000260644
TCERG1P2			
LINC01541	Long intergenic non-protein coding RNAs	1986	ENSG00000260676
AGGF1P5			ENSG00000260680
RN7SKP176			ENSG00000260682
HNRNPA3P11			ENSG00000260689
CYCSP39			ENSG00000260690
ANKRD20A1	Ankyrin repeat domain containing	403	ENSG00000260691
LINC00543	Long intergenic non-protein coding RNAs	1986	ENSG00000260704
LINC01243	Long intergenic non-protein coding RNAs	1986	ENSG00000260720
VN1R67P	Vomeronasal receptors	291	ENSG00000260722
VN1R69P	Vomeronasal receptors	291	ENSG00000260724
KLF8P1			ENSG00000260726
SLC7A5P1			ENSG00000260727
KRT8P22			ENSG00000260731
TLE7	WD repeat domain containing|TLE family	362|1680	ENSG00000260734
LINC01227	Long intergenic non-protein coding RNAs	1986	ENSG00000260737
LINC00554	Long intergenic non-protein coding RNAs	1986	ENSG00000260738
KIF18BP1			ENSG00000260746
PWRN3	Long non-coding RNAs with non-systematic symbols	1992	
ACSM5P1			ENSG00000260762
CES1P2			ENSG00000260765
ARHGAP23P1			ENSG00000260781
CASC17	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260785
LINC02280	Long intergenic non-protein coding RNAs	1986	ENSG00000260792
KRT8P50			ENSG00000260799
SERTM2			ENSG00000260802
LINC01963	Long intergenic non-protein coding RNAs	1986	ENSG00000260804
CEROX1	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260807
VPS35P1			ENSG00000260809
OR4C45	Olfactory receptors, family 4	151	ENSG00000260811
RARRES2P7			ENSG00000260812
PPIAP47			ENSG00000260815
UNGP1			ENSG00000260818
HMGB3P32			ENSG00000260828
LINC01964	Long intergenic non-protein coding RNAs	1986	ENSG00000260840
FRG2HP			ENSG00000260846
FBXL19-AS1	Antisense RNAs	1987	ENSG00000260852
LINC02184	Long intergenic non-protein coding RNAs	1986	ENSG00000260854
CYP2C60P	Cytochrome P450 family 2	1001	ENSG00000260863
ABHD17AP7			ENSG00000260864
LINC01960	Long intergenic non-protein coding RNAs	1986	ENSG00000260868
NDUFB10P1			ENSG00000260870
LINC01229	Long intergenic non-protein coding RNAs	1986	ENSG00000260876
HCCAT5	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260880
VN1R65P	Vomeronasal receptors	291	ENSG00000260883
TAT-AS1	Antisense RNAs	1987	ENSG00000260886
CASC22	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260887
CKBP1			ENSG00000260889
ARLNC1	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000260896
DNM1P30			ENSG00000260897
ADPGK-AS1	Antisense RNAs	1987	ENSG00000260898
LINC02011	Long intergenic non-protein coding RNAs	1986	ENSG00000260902
XKR7	XK related family	955	ENSG00000260903
LINC02890	Long intergenic non-protein coding RNAs	1986	
LINC00565	Long intergenic non-protein coding RNAs	1986	ENSG00000260910
LINC01254	Long intergenic non-protein coding RNAs	1986	ENSG00000260913
CCPG1	MicroRNA protein coding host genes	1691	ENSG00000260916
LINC02193	Long intergenic non-protein coding RNAs	1986	ENSG00000260923
LINC01311	Long intergenic non-protein coding RNAs	1986	ENSG00000260924
SPCS2P1			ENSG00000260928
LINC01416	Long intergenic non-protein coding RNAs	1986	ENSG00000260930
LINC00622	Long intergenic non-protein coding RNAs	1986	ENSG00000260941
CAPN10-DT	Divergent transcripts	1990	ENSG00000260942
LINC02555	Long intergenic non-protein coding RNAs	1986	ENSG00000260943
FOXC2-AS1	Antisense RNAs	1987	ENSG00000260944
LINC00557	Long intergenic non-protein coding RNAs	1986	ENSG00000260962
RPL23AP91			ENSG00000260965
RARRES2P5			ENSG00000260967
WWOX-AS1	Antisense RNAs	1987	ENSG00000260969
LINC01633	Long intergenic non-protein coding RNAs	1986	ENSG00000260976
FGFR3P5			ENSG00000260984
DOCK9-DT	Divergent transcripts	1990	ENSG00000260992
AGGF1P7			ENSG00000260994
NPM1P3			
LINC01572	Long intergenic non-protein coding RNAs	1986	ENSG00000261008
RARRES2P6			ENSG00000261010
LINC02165	Long intergenic non-protein coding RNAs	1986	ENSG00000261014
LINC02544	Long intergenic non-protein coding RNAs	1986	ENSG00000261039
WFDC21P			ENSG00000261040
LINC02129	Long intergenic non-protein coding RNAs	1986	ENSG00000261045
C2orf69P1			ENSG00000261046
SULT1A3	Sulfotransferases, cytosolic	762	ENSG00000261052
NAMPTP3			ENSG00000261053
LINC00555	Long intergenic non-protein coding RNAs	1986	ENSG00000261057
LINC02256	Long intergenic non-protein coding RNAs	1986	ENSG00000261064
LINC01195	Long intergenic non-protein coding RNAs	1986	ENSG00000261075
RUNX2-AS1	Antisense RNAs	1987	ENSG00000261080
LINC01228	Long intergenic non-protein coding RNAs	1986	ENSG00000261082
LINC02516	Long intergenic non-protein coding RNAs	1986	ENSG00000261083
PPP1R1AP2			ENSG00000261084
ZNNT1	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000261087
CDC37P2			ENSG00000261089
LINC02178	Long intergenic non-protein coding RNAs	1986	ENSG00000261092
LINC00563	Long intergenic non-protein coding RNAs	1986	ENSG00000261097
ATP5MFP6			ENSG00000261102
LMO7-AS1	Antisense RNAs	1987	ENSG00000261105
TMEM178B			ENSG00000261115
LINC02473	Long intergenic non-protein coding RNAs	1986	ENSG00000261121
LINC02167	Long intergenic non-protein coding RNAs	1986	ENSG00000261122
ADAMTS7P3			ENSG00000261143
EPPK1	Plakins	939	ENSG00000261150
LINC02131	Long intergenic non-protein coding RNAs	1986	ENSG00000261154
LINC01989	Long intergenic non-protein coding RNAs	1986	ENSG00000261156
HMGB1P33			ENSG00000261174
LINC02188	Long intergenic non-protein coding RNAs	1986	ENSG00000261175
SPINT1-AS1	Antisense RNAs	1987	ENSG00000261183
C16orf97			ENSG00000261190
RNF126P1			ENSG00000261192
LINC01898	Long intergenic non-protein coding RNAs	1986	ENSG00000261194
CYP4A43P	Cytochrome P450 family 4	1003	ENSG00000261196
UBE2FP2			ENSG00000261199
NIFKP4			ENSG00000261205
LINC00561	Long intergenic non-protein coding RNAs	1986	ENSG00000261206
SULT1C2P2			ENSG00000261209
CLEC19A	C-type lectin domain containing	1298	ENSG00000261210
BCAP31P1			ENSG00000261217
ZNF865	Zinc fingers C2H2-type	28	ENSG00000261221
LINC02133	Long intergenic non-protein coding RNAs	1986	ENSG00000261231
ABCD1P3			ENSG00000261233
BOP1	WD repeat domain containing|MicroRNA protein coding host genes	362|1691	ENSG00000261236
ANKRD26P1			ENSG00000261239
LINC02128	Long intergenic non-protein coding RNAs	1986	ENSG00000261241
GOLGA8T	Golgin related	1856	ENSG00000261247
LINC01751	Long intergenic non-protein coding RNAs	1986	ENSG00000261249
MUC22	Mucins	648	ENSG00000261272
TP53TG3GP			ENSG00000261274
ULK4P1			ENSG00000261279
SOD1P2			ENSG00000261282
RBM22P13			ENSG00000261284
ATP2C2-AS1	Antisense RNAs	1987	ENSG00000261286
CYP4A44P	Cytochrome P450 family 4	1003	ENSG00000261290
C2orf69P3			ENSG00000261299
LINC02252	Long intergenic non-protein coding RNAs	1986	ENSG00000261304
FIGNL2	AAA ATPases	413	ENSG00000261308
LARP4P			ENSG00000261315
LINC01834	Long intergenic non-protein coding RNAs	1986	ENSG00000261316
LINC02152	Long intergenic non-protein coding RNAs	1986	ENSG00000261319
LINC02192	Long intergenic non-protein coding RNAs	1986	ENSG00000261325
LINC01355	Long intergenic non-protein coding RNAs	1986	ENSG00000261326
PPIAP50			ENSG00000261330
CD24P2			ENSG00000261333
EIF4BP5			ENSG00000261336
LINC01616	Long intergenic non-protein coding RNAs	1986	ENSG00000261340
LINC02136	Long intergenic non-protein coding RNAs	1986	ENSG00000261348
PYCARD-AS1	Antisense RNAs	1987	ENSG00000261359
MANEA-DT	Divergent transcripts	1990	ENSG00000261366
PECAM1	Ig-like cell adhesion molecule family|Immunoglobulin like domain containing|CD molecules	1410|594|471	ENSG00000261371
VPS9D1-AS1	Antisense RNAs	1987	ENSG00000261373
PDCD6IPP2			ENSG00000261377
MAFTRR	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000261390
HSPE1P5			ENSG00000261395
LINC01177	Long intergenic non-protein coding RNAs	1986	ENSG00000261397
HERC2P1			
TEN1-CDK3			ENSG00000261408
HERC2P6			
TMEM202-AS1	Antisense RNAs	1987	ENSG00000261423
ATP5PBP7			ENSG00000261424
DPPA2P4			ENSG00000261429
LINC01613	Long intergenic non-protein coding RNAs	1986	ENSG00000261432
DUX4L45	PRD class homeoboxes and pseudogenes	521	ENSG00000261440
LINC00559	Long intergenic non-protein coding RNAs	1986	ENSG00000261446
LINC01735	Long intergenic non-protein coding RNAs	1986	ENSG00000261453
LINC01003	Long intergenic non-protein coding RNAs	1986	ENSG00000261455
TUBB8	Tubulins	778	ENSG00000261456
UBE2MP1			ENSG00000261461
LINC02190	Long intergenic non-protein coding RNAs	1986	ENSG00000261475
PAN3-AS1	Antisense RNAs	1987	ENSG00000261485
RARRES2P9			ENSG00000261486
TBILA	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000261488
DNM1P31			ENSG00000261491
LINC00566	Long intergenic non-protein coding RNAs	1986	ENSG00000261498
LINC01686	Long intergenic non-protein coding RNAs	1986	ENSG00000261504
TP53TG3B			ENSG00000261509
CYP3A137P	Cytochrome P450 family 3	1002	ENSG00000261511
LINC01976	Long intergenic non-protein coding RNAs	1986	ENSG00000261514
VN1R70P	Vomeronasal receptors	291	ENSG00000261515
LINC00558	Long intergenic non-protein coding RNAs	1986	ENSG00000261517
DLGAP1-AS5	Antisense RNAs	1987	ENSG00000261520
ABCB10P3			ENSG00000261524
CCNYL7			ENSG00000261528
ABHD17AP9			ENSG00000261536
HLA-P	Histocompatibility complex	588	ENSG00000261548
SMG1P7			ENSG00000261556
EEF1A1P38			ENSG00000261557
LINC01859	Long intergenic non-protein coding RNAs	1986	ENSG00000261558
FSCN1P1			ENSG00000261559
ENPP7P13			ENSG00000261580
HERC2P11			ENSG00000261581
TMEM249			ENSG00000261587
CYP4A27P	Cytochrome P450 family 4	1003	ENSG00000261593
TPBGL			ENSG00000261594
HERC2P8			ENSG00000261599
PRSS46P	Serine proteases	738	ENSG00000261603
SLC25A1P4			ENSG00000261608
GAN	Kelch like|BTB domain containing	617|861	ENSG00000261609
SUB1P3			ENSG00000261612
YBX3P1			ENSG00000261614
LINC01858	Long intergenic non-protein coding RNAs	1986	ENSG00000261615
LINC02177	Long intergenic non-protein coding RNAs	1986	ENSG00000261617
LINC02605	Long intergenic non-protein coding RNAs	1986	ENSG00000261618
HMGN2P41			ENSG00000261620
LINC02179	Long intergenic non-protein coding RNAs	1986	ENSG00000261623
NDUFB10P2			ENSG00000261624
LINC02191	Long intergenic non-protein coding RNAs	1986	ENSG00000261636
LINC02127	Long intergenic non-protein coding RNAs	1986	ENSG00000261637
DISC1FP1	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000261645
IMPDH1P11			ENSG00000261647
GOLGA6L7	Golgin related	1856	ENSG00000261649
C15orf65			ENSG00000261652
BEAN1-AS1	Antisense RNAs	1987	ENSG00000261656
TTC39A-AS1	Antisense RNAs	1987	ENSG00000261664
TUBAP4			ENSG00000261665
LINC00560	Long intergenic non-protein coding RNAs	1986	ENSG00000261666
LY6L	LY6/PLAUR domain containing	1226	ENSG00000261667
SCRT1	Zinc fingers C2H2-type|SNAG transcriptional repressors	28|1259	ENSG00000261678
ATP5PDP1			ENSG00000261679
LINC00838	Long intergenic non-protein coding RNAs	1986	ENSG00000261683
AGGF1P4			ENSG00000261689
HPR	Sushi domain containing	1179	ENSG00000261701
LINC02168	Long intergenic non-protein coding RNAs	1986	ENSG00000261703
IGHV1OR16-1	Immunoglobulin heavy (IGH) orphons	350	ENSG00000261704
LINC00165	Long intergenic non-protein coding RNAs	1986	ENSG00000261706
DNM1P32			ENSG00000261708
FRG2DP			ENSG00000261711
SSTR5-AS1	Antisense RNAs	1987	ENSG00000261713
LINC01477	Long intergenic non-protein coding RNAs	1986	ENSG00000261715
H2BC20P	H2B histones	1937	ENSG00000261716
MIR3976HG	MicroRNA non-coding host genes	1688	ENSG00000261738
GOLGA8S	Golgin related	1856	ENSG00000261739
BOLA2-SMG1P6			ENSG00000261740
FRG2KP			ENSG00000261741
LINC00922	Long intergenic non-protein coding RNAs	1986	ENSG00000261742
LINC02180	Long intergenic non-protein coding RNAs	1986	ENSG00000261749
AGGF1P8			ENSG00000261752
LINC02616	Long intergenic non-protein coding RNAs	1986	ENSG00000261761
KRT18P18			ENSG00000261764
DNAAF4-CCPG1			ENSG00000261771
LINC02582	Long intergenic non-protein coding RNAs	1986	ENSG00000261780
LINC01654	Long intergenic non-protein coding RNAs	1986	ENSG00000261781
TCF24	Basic helix-loop-helix proteins	420	ENSG00000261787
DNM1P28			ENSG00000261792
GOLGA8H	Golgin related	1856	ENSG00000261794
ISY1-RAB43			ENSG00000261796
LOXL1-AS1	Antisense RNAs	1987	ENSG00000261801
LINC02140	Long intergenic non-protein coding RNAs	1986	ENSG00000261803
LINC02141	Long intergenic non-protein coding RNAs	1986	ENSG00000261807
CYP3A54P	Cytochrome P450 family 3	1002	ENSG00000261809
LINC02164	Long intergenic non-protein coding RNAs	1986	ENSG00000261811
TUBB8P7			ENSG00000261812
DNM1P49			ENSG00000261820
IGHV3OR16-15	Immunoglobulin heavy (IGH) orphons	350	ENSG00000261834
LINC02186	Long intergenic non-protein coding RNAs	1986	ENSG00000261856
MIA	MIA family	1300	ENSG00000261857
LINC01996	Long intergenic non-protein coding RNAs	1986	ENSG00000261863
MFSD1P1			ENSG00000261868
SMIM36			ENSG00000261873
MTND5P33			ENSG00000261904
RPL23AP84			ENSG00000261914
LARP7P2			ENSG00000261939
GFY			ENSG00000261949
CCDC92B	MicroRNA protein coding host genes	1691	ENSG00000261963
ISCA1P3			ENSG00000261965
MMP25-AS1	Antisense RNAs	1987	ENSG00000261971
KYNUP1			ENSG00000261987
DLGAP1-AS2	Antisense RNAs	1987	ENSG00000262001
LINC01974	Long intergenic non-protein coding RNAs	1986	ENSG00000262031
SNORD3B-2	Small nucleolar RNAs, C/D box	845	ENSG00000262074
IL9RP4			ENSG00000262081
OR1P1	Olfactory receptors, family 1	147	ENSG00000262085
MTATP6P25			ENSG00000262095
PCDHB19P	Clustered protocadherins	20	ENSG00000262096
LINC02185	Long intergenic non-protein coding RNAs	1986	ENSG00000262097
DHX33-DT	Divergent transcripts	1990	ENSG00000262099
OR1D3P	Olfactory receptors, family 1	147	ENSG00000262106
MTND6P33			ENSG00000262107
BCAR4	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000262117
MTCO1P28			ENSG00000262118
GARS1P1			ENSG00000262135
LINC00514	Long intergenic non-protein coding RNAs	1986	ENSG00000262152
EIF1P4			ENSG00000262154
LINC02175	Long intergenic non-protein coding RNAs	1986	ENSG00000262155
MTCO3P24			ENSG00000262158
MYMX			ENSG00000262179
LINC02861	Long intergenic non-protein coding RNAs	1986	ENSG00000262185
LINC01978	Long intergenic non-protein coding RNAs	1986	ENSG00000262188
TMF1P1			ENSG00000262235
CORO7	WD repeat domain containing|Coronins	362|495	ENSG00000262246
MTND4LP24			ENSG00000262259
GRAPLDR	Long non-coding RNAs with non-systematic symbols	1992	
MTND4P34			ENSG00000262322
HNRNPA1P16			ENSG00000262333
LINC02564	Long intergenic non-protein coding RNAs	1986	ENSG00000262352
NDUFA3P6			ENSG00000262366
MTATP6P24			ENSG00000262381
MCUR1P1			ENSG00000262402
MMP12	M10 matrix metallopeptidases	891	ENSG00000262406
MIR193BHG	MicroRNA non-coding host genes	1688	ENSG00000262454
SPDYE9	Speedy/RINGO cell cycle regulator family	756	ENSG00000262461
LINC01569	Long intergenic non-protein coding RNAs	1986	ENSG00000262468
TVP23CP2			ENSG00000262470
SAMD11P1			ENSG00000262480
TMEM256-PLSCR3			ENSG00000262481
CCER2			ENSG00000262484
FAM187B2P			ENSG00000262497
MAPK8IP1P1			ENSG00000262500
TXNP4			ENSG00000262519
SMIM28			ENSG00000262543
TMEM231P1			ENSG00000262583
LINC01979	Long intergenic non-protein coding RNAs	1986	ENSG00000262585
BTF3P14			ENSG00000262609
LINC00621	Long intergenic non-protein coding RNAs	1986	ENSG00000262619
OR1D5	Olfactory receptors, family 1	147	ENSG00000262628
PHBP15			ENSG00000262648
SPON1			ENSG00000262655
OVCA2			ENSG00000262664
GLIS2-AS1	Antisense RNAs	1987	ENSG00000262686
ZFP3-DT	Divergent transcripts	1990	
MRPS21P9			ENSG00000262759
LINC01977	Long intergenic non-protein coding RNAs	1986	ENSG00000262772
MRPL12	Large subunit mitochondrial ribosomal proteins|Mitochondrial ribosomal proteins	1994|646	ENSG00000262814
CYCSP40			ENSG00000262870
C19orf84			ENSG00000262874
MTCO1P40			ENSG00000262902
TMPOP2			ENSG00000262904
CCNQ	Cyclins	473	ENSG00000262919
ALOX12P2			ENSG00000262943
EIF4A1P9			ENSG00000262953
RPL23AP86			ENSG00000262959
KARS1P3			ENSG00000262962
OR52L2P	Olfactory receptors, family 52	165	ENSG00000262980
GTF2I	General transcription factors	565	ENSG00000263001
ZNF234	Zinc fingers C2H2-type	28	ENSG00000263002
AKAP1-DT	Divergent transcripts	1990	
ROCK1P1			ENSG00000263006
RNF213-AS1	Antisense RNAs	1987	ENSG00000263069
ZNF213-AS1	Antisense RNAs	1987	ENSG00000263072
ARL2BPP8			ENSG00000263125
LRRC37A17P			ENSG00000263142
LINC01896	Long intergenic non-protein coding RNAs	1986	ENSG00000263146
MYZAP			ENSG00000263155
MTND1P8			ENSG00000263177
HNRNPCP4			ENSG00000263179
MTND3P13			ENSG00000263196
DPEP2NB			ENSG00000263201
KYNUP3			ENSG00000263206
RYKP1			ENSG00000263219
ATP5F1AP3			ENSG00000263232
MTCYBP33			ENSG00000263241
RPS7P1			ENSG00000263266
EFCAB13-DT	Divergent transcripts	1990	
RSL1D1-DT	Divergent transcripts	1990	
LINC01975	Long intergenic non-protein coding RNAs	1986	ENSG00000263312
LINC01982	Long intergenic non-protein coding RNAs	1986	ENSG00000263317
TAPT1-AS1	Antisense RNAs	1987	ENSG00000263327
PPIAL4A			ENSG00000263353
AKR1B10P2			ENSG00000263355
RN7SL134P			ENSG00000263360
MIR378H	MicroRNAs	476	ENSG00000263361
ABHD17AP5			ENSG00000263366
MIR5584	MicroRNAs	476	ENSG00000263381
MIR3119-2	MicroRNAs	476	ENSG00000263390
TMEM220-AS1	Antisense RNAs	1987	ENSG00000263400
PA2G4P3			ENSG00000263405
RN7SL460P			ENSG00000263410
NFE2L1-DT	Divergent transcripts	1990	ENSG00000263412
GTSCR1	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000263417
RN7SL471P			ENSG00000263426
TMEM238L			ENSG00000263429
RN7SL689P			ENSG00000263432
MIR3158-1	MicroRNAs	476	ENSG00000263436
LINC01919	Long intergenic non-protein coding RNAs	1986	ENSG00000263438
BOD1P1			ENSG00000263460
PPIAL4C			ENSG00000263464
SRSF8	Serine and arginine rich splicing factors	737	ENSG00000263465
MIR3130-2	MicroRNAs	476	ENSG00000263468
RN7SL509P			ENSG00000263479
ANTXRLP1			ENSG00000263482
MTATP6P3			ENSG00000263483
RN7SL155P			ENSG00000263490
MAPK8IP1P2			ENSG00000263503
SLC25A3P3			
MIR4497	MicroRNAs	476	ENSG00000263510
FAM72C			ENSG00000263513
LINC02563	Long intergenic non-protein coding RNAs	1986	ENSG00000263520
MIR378G	MicroRNAs	476	ENSG00000263526
IKBKE	MicroRNA protein coding host genes|I kappa B kinases	1691|1802	ENSG00000263528
RN7SL122P			ENSG00000263529
MIR4463	MicroRNAs	476	ENSG00000263533
AK4P1			ENSG00000263535
RN7SL387P			ENSG00000263537
RN7SL383P			ENSG00000263556
RN7SL716P			ENSG00000263558
UBBP4			ENSG00000263563
HID1-AS1	Antisense RNAs	1987	ENSG00000263586
LINC02591	Long intergenic non-protein coding RNAs	1986	ENSG00000263590
RN7SL823P			ENSG00000263595
MIR3936	MicroRNAs	476	ENSG00000263597
CHORDC1P4			ENSG00000263606
RN7SL353P			ENSG00000263608
LINC02002	Long intergenic non-protein coding RNAs	1986	ENSG00000263609
RN7SL178P			ENSG00000263616
PPP4R1-AS1	Antisense RNAs	1987	ENSG00000263627
MSMB			ENSG00000263639
BPTFP1			ENSG00000263647
SNORA70D	Small nucleolar RNAs, H/ACA box	846	ENSG00000263666
RN7SL470P			ENSG00000263669
RN7SL750P			ENSG00000263672
MIR548D2	MicroRNA MIR548 family	1806	ENSG00000263690
LINC02864	Long intergenic non-protein coding RNAs	1986	ENSG00000263711
LINC02210-CRHR1			ENSG00000263715
SLC25A51P2			ENSG00000263716
SEPTIN9-DT	Divergent transcripts	1990	ENSG00000263718
DLGAP1-AS3	Antisense RNAs	1987	ENSG00000263724
FTLP13			ENSG00000263725
RN7SL4P			ENSG00000263740
EXOGP1			ENSG00000263748
OOSP1P2			ENSG00000263749
MIR548AV	MicroRNA MIR548 family	1806	ENSG00000263750
LINC00667	Long intergenic non-protein coding RNAs	1986	ENSG00000263753
RN7SL498P			ENSG00000263755
GDF2	Transforming growth factor beta superfamily	1932	ENSG00000263761
SNORD43	Small nucleolar RNAs, C/D box	845	ENSG00000263764
KPNB1-DT	Divergent transcripts	1990	
SNORA4	Small nucleolar RNAs, H/ACA box	846	ENSG00000263776
SKAP1-AS1	Antisense RNAs	1987	ENSG00000263787
RN7SL457P			ENSG00000263794
RN7SL426P			ENSG00000263815
RDM1P5			ENSG00000263818
SINHCAFP1			ENSG00000263829
RN7SL44P			ENSG00000263841
MIF4GD-DT	Divergent transcripts	1990	
CIAPIN1P			ENSG00000263846
LINC01543	Long intergenic non-protein coding RNAs	1986	ENSG00000263862
THY1-AS1	Antisense RNAs	1987	ENSG00000263873
LINC00672	Long intergenic non-protein coding RNAs	1986	ENSG00000263874
DLGAP1-AS4	Antisense RNAs	1987	ENSG00000263878
MIR4436B2	MicroRNAs	476	ENSG00000263881
RN7SL774P			ENSG00000263882
EEF1DP7			ENSG00000263883
THOC1-DT	Divergent transcripts	1990	
RN7SL555P			ENSG00000263905
MTND2P13			ENSG00000263914
MIR3670-1	MicroRNA MIR3670 family	1872	ENSG00000263918
MIR4448	MicroRNAs	476	ENSG00000263932
SNORD3A	Small nucleolar RNAs, C/D box	845	ENSG00000263934
TOMM20P3			ENSG00000263935
RN7SL275P			ENSG00000263940
RN7SL32P			ENSG00000263941
RN7SL435P			ENSG00000263944
MIR548Y	MicroRNA MIR548 family	1806	ENSG00000263945
RN7SL850P			ENSG00000263955
NBPF11	NBPF members	662	ENSG00000263956
NETO1-DT	Divergent transcripts	1990	
RHEX			ENSG00000263961
RN7SL381P			ENSG00000263968
RN7SL678P			ENSG00000263969
MIR1587	MicroRNAs	476	ENSG00000263972
RN7SL121P			ENSG00000263974
YWHAEP3			ENSG00000263976
MIR5698	MicroRNAs	476	ENSG00000263987
RN7SL147P			ENSG00000263988
RN7SL615P			ENSG00000263989
RN7SL786P			ENSG00000263993
RN7SL42P			ENSG00000263999
RN7SL52P			ENSG00000264002
AKR1C8P	Aldo-keto reductases	399	ENSG00000264006
RN7SL336P			ENSG00000264017
LINC02003	Long intergenic non-protein coding RNAs	1986	ENSG00000264026
RN7SL744P			ENSG00000264028
RN7SL66P			ENSG00000264030
ABHD15-AS1	Antisense RNAs	1987	ENSG00000264031
RN7SL198P			ENSG00000264036
RN7SL670P			ENSG00000264041
RN7SL455P			ENSG00000264047
RPL31P9			ENSG00000264054
FGF7P1			ENSG00000264061
DND1P1			ENSG00000264070
RN7SL531P			ENSG00000264071
RN7SL474P			ENSG00000264092
MIR3688-1	MicroRNAs	476	ENSG00000264105
MIR4733HG	MicroRNA non-coding host genes	1688	
RN7SL784P			ENSG00000264113
SCML2P1			ENSG00000264127
RN7SL713P			ENSG00000264128
MTND1P15			ENSG00000264168
RN7SL665P			ENSG00000264169
PDLIM1P3			ENSG00000264172
MAGOH2P			ENSG00000264176
SNRPCP4			ENSG00000264186
AIDAP3			ENSG00000264189
RN7SL117P			ENSG00000264192
AGAP7P	ArfGAPs|Ankyrin repeat domain containing	395|403	ENSG00000264204
RPL35AP23			ENSG00000264217
RNU4ATAC	Minor spliceosome|Small nuclear RNAs	1520|849	ENSG00000264229
ANXA8L1	Annexins	404	ENSG00000264230
LINC01916	Long intergenic non-protein coding RNAs	1986	ENSG00000264232
MYL12-AS1	Antisense RNAs	1987	
CPDP1			ENSG00000264240
ZNF407-AS1	Antisense RNAs	1987	ENSG00000264247
RN7SL835P			ENSG00000264250
RN7SL819P			ENSG00000264251
KIR3DP1	Killer cell immunoglobulin like receptors|CD molecules	620|471	ENSG00000264257
RNU1-116P			
LINC01893	Long intergenic non-protein coding RNAs	1986	ENSG00000264260
LINC01925	Long intergenic non-protein coding RNAs	1986	ENSG00000264265
MIR4322	MicroRNAs	476	ENSG00000264266
RN7SL488P			ENSG00000264271
RN7SL753P			ENSG00000264275
ZNF236-DT	Divergent transcripts	1990	ENSG00000264278
RN7SL657P			ENSG00000264293
SNORD55	Small nucleolar RNAs, C/D box	845	ENSG00000264294
LINC01444	Long intergenic non-protein coding RNAs	1986	ENSG00000264301
MIX23P1			ENSG00000264311
